year,country,countryn,iso,iso3n,cpds1,poco,eu,emu,gov_right1,gov_cent1,gov_left1,gov_party,gov_new,gov_gap,gov_chan,gov_right2,gov_cent2,gov_left2,gov_right3,gov_cent3,gov_left3,gov_sup,gov_type,year_01,country_01,elect,vturn,social1,social2,social3,social4,social5,social6,social7,social8,leftsoc1,leftsoc2,leftsoc3,leftsoc4,leftsoc5,comm1,comm2,comm3,comm4,postcom1,postcom2,agrarian1,agrarian2,agrarian3,conserv1,conserv2,conserv3,conserv4,conserv5,conserv6,conserv7,conserv8,relig1,relig2,relig3,relig4,relig5,relig6,relig7,liberal1,liberal2,liberal3,liberal4,liberal5,liberal6,liberal7,liberal8,liberal9,protest1,protest2,protest3,protest4,protest5,green1,green2,green3,ethnic1,ethnic2,ethnic3,ethnic4,right1,right2,right3,right4,right5,regio1,femin1,monarch1,person1,pension1,pension2,nonlbl1,nonlbl2,allia1,allia2,allia3,others,year_02,country_02,ssocial1,ssocial2,ssocial3,ssocial4,ssocial5,ssocial6,ssocial7,ssocial8,sleftsoc1,sleftsoc2,sleftsoc3,sleftsoc4,sleftsoc5,scomm1,scomm2,scomm3,scomm4,spostcom1,spostcom2,sagrarian1,sagrarian2,sagrarian3,sconserv1,sconserv2,sconserv3,sconserv4,sconserv5,sconserv6,sconserv7,sconserv8,srelig1,srelig2,srelig3,srelig4,srelig5,srelig6,srelig7,sliberal1,sliberal2,sliberal3,sliberal4,sliberal5,sliberal6,sliberal7,sliberal8,sliberal9,sprotest1,sprotest2,sprotest3,sprotest4,sprotest5,sgreen1,sgreen2,sgreen3,sethnic1,sethnic2,sethnic3,sethnic4,sright1,sright2,sright3,sright4,sright5,sregio1,sfemin1,smonarch1,sperson1,spension1,spension2,snonlbl1,snonlbl2,sallia1,sallia2,sallia3,sothers,year_03,country_03,womenpar,rae_ele,rae_leg,effpar_ele,effpar_leg,dis_abso,dis_rel,dis_gall,year_04,country_04,lfirst,lsec,leff,lmin,lexe,ldis,lint,lfed,lbic,lrid,ljud,lbank,lfirstp,lfirstpi,lfirstpb,year_05,country_05,instcons,structur,fed,pres,prop,bic,referen,dir,judrev,year_06,country_06,kaopen,openc,outlays,receipts,realgdpgr,nomgdpgr,inflation,debt,debt_hist,deficit,pbal,capb,interest,curac,year_07,country_07,ttl_labf,civ_labf,emp_civ,labfopar,empratio,emp_ag,emp_ind,emp_serv,emp_un,unemp,year_08,country_08,nld,wi,wdlost,strike,grossu,netu,ud,adjcov,grossu_ipol,netu_ipol,ud_ipol,adjcov_ipol,year_09,country_09,sstran,socexp_t_pmp,socexp_c_pmp,socexp_k_pmp,oldage_pmp,survivor_pmp,incapben_pmp,health_pmp,family_pmp,almp_pmp,unemp_pmp,housing_pmp,othsocx_pmp,year_10,country_10,educexp_gov,educexp_gov_ipol,educexp_public,educexp_public_ipol,educexp_private,educexp_private_ipol,educatt_minimal,educatt_minimal_ipol,educatt_tertiary,educatt_tertiary_ipol,year_11,country_11,fallow_pmp,mpleave_pmp,othfam_c_pmp,childcare_pmp,homehelp_pmp,othfam_k_pmp,servadmi_pmp,training_pmp,jobrot_pmp,incent_pmp,disabled_pmp,jobcrea_pmp,startup_pmp,compen_pmp,earretir_pmp,year_12,country_12,emprot_reg,emprot_temp,prefisc_gini,pretran_gini,postfisc_gini,pop,pop15_64,pop65,elderly,year_13,country_13
1970,Australia,1,AUS,36,1,0,0,0,"100,00","0,00","0,00",1,0,0,0,"100,00","0,00","0,00","52,80","0,00","0,00","52,80",2,1970,Australia,,"95,0","47,0","6,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","8,6","0,0","0,0","34,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,6",1970,Australia,"47,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","16,0","0,0","0,0","36,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1970,Australia,"0,0","0,65","0,62","2,83","2,61","0,23","0,08","6,88",1970,Australia,,,,,,,,,,,,,"-0,63","-0,91","-0,16",1970,Australia,3,4,1,0,1,"4,0",0,,1,1970,Australia,"0,41","25,60","25,23","24,60","6,95","11,18","3,44",,"43,21","-0,07","1,34",,"6,65","-1,53",1970,Australia,"5478,00","5478,05","5387,48","67,70","66,72","434,00","1962,00","2991,48","82,07","1,49",1970,Australia,"2738,00","1367,40","2393,70","436,97","2052,70","2052,70","44,15",,"2052,70","2052,70","44,15","87,33",1970,Australia,"3,48",,,,,,,,,,,,,1970,Australia,,,,,,,,,,,1970,Australia,,,,,,,,,,,,,,,,1970,Australia,,,,,,"12507,35","7857,98","1043,75","8,35",1970,Australia
1971,Australia,1,AUS,36,1,0,0,0,"100,00","0,00","0,00",1,0,0,1,"100,00","0,00","0,00","52,80","0,00","0,00","52,80",2,1971,Australia,,"95,0","47,0","6,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","8,6","0,0","0,0","34,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,6",1971,Australia,"47,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","16,0","0,0","0,0","36,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1971,Australia,"0,0","0,65","0,62","2,83","2,61","0,23","0,08","6,88",1971,Australia,,,,,,,,,,,,,"-0,67","-0,93","-0,21",1971,Australia,3,4,1,0,1,"4,0",0,,1,1971,Australia,"0,41","24,87","25,55","24,41","3,89","10,53","6,14",,"39,89","-0,49","0,91","-0,41","6,71","-1,31",1971,Australia,"5624,25","5623,92","5516,65","67,56","66,43","412,00","2027,00","3077,65","97,85","1,74",1971,Australia,"2404,00","1327,00","3068,60","545,60","2160,50","2160,50","45,39",,"2160,50","2160,50","45,39","86,85",1971,Australia,"3,67",,,,,,,,,,,,,1971,Australia,,,,,,,,,,,1971,Australia,,,,,,,,,,,,,,,,1971,Australia,,,,,,"13067,26","8229,62","1090,37","8,34",1971,Australia
1972,Australia,1,AUS,36,1,0,0,0,"96,45","0,00","3,55",2,1,1,1,"96,45","0,00","3,55","50,92","0,00","1,90","52,83",2,1972,Australia,02.12.1972,"95,4","49,6","5,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","9,4","0,0","0,0","32,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,3",1972,Australia,"53,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","16,0","0,0","0,0","30,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1972,Australia,"0,0","0,64","0,59","2,77","2,47","0,31","0,11","6,93",1972,Australia,,,,,,,,,,,,,"-0,60","-0,93","-0,08",1972,Australia,3,4,1,0,1,"4,0",0,,1,1972,Australia,"0,41","25,25","27,34","25,66","2,28","9,63","6,02",,"37,85","-0,89","0,35","-0,72","5,83","1,26",1972,Australia,"5751,50","5751,48","5601,35","67,96","66,25","442,00","1976,00","3183,35","151,51","2,62",1972,Australia,"2298,00","1114,00","2010,30","349,53","2240,10","2240,10","46,33",,"2240,10","2240,10","46,33","86,37",1972,Australia,"4,15",,,,,,,,,,,,,1972,Australia,,,,,,,,,,,1972,Australia,,,,,,,,,,,,,,,,1972,Australia,,,,,,"13303,66","8392,63","1118,31","8,41",1972,Australia
1973,Australia,1,AUS,36,1,0,0,0,"0,00","0,00","100,00",5,1,3,0,"0,00","0,00","100,00","0,00","0,00","53,60","53,60",1,1973,Australia,,"95,4","49,6","5,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","9,4","0,0","0,0","32,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,3",1973,Australia,"53,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","16,0","0,0","0,0","30,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1973,Australia,"0,0","0,64","0,59","2,77","2,47","0,31","0,11","6,93",1973,Australia,,,,,,,,,,,,,"-0,65","-0,94","-0,18",1973,Australia,3,4,1,0,1,"4,0",0,,1,1973,Australia,"0,41","26,43","26,03","25,35","4,35","18,08","9,09",,"33,78","-0,18","1,12","-0,01","6,93","1,15",1973,Australia,"5901,25","5901,30","5765,05","68,34","67,09","426,00","2054,00","3285,05","111,53","1,89",1973,Australia,"2538,00","803,00","2634,70","446,46","2360,30","2360,30","47,23",,"2360,30","2360,30","47,23","85,88",1973,Australia,"4,18",,,,,,,,,,,,,1973,Australia,,,,,,,,,,,1973,Australia,,,,,,,,,,,,,,,,1973,Australia,,,,,,"13504,54","8543,09","1148,69","8,51",1973,Australia
1974,Australia,1,AUS,36,1,0,0,0,"0,00","0,00","100,00",5,0,0,1,"0,00","0,00","100,00","0,00","0,00","52,71","52,71",1,1974,Australia,18.05.1974,"95,4","49,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","10,0","0,0","0,0","34,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,5",1974,Australia,"52,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","16,5","0,0","0,0","31,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1974,Australia,"0,8","0,62","0,60","2,66","2,52","0,14","0,05","5,76",1974,Australia,,,,,,,,,,,,,"-0,61","-0,91","-0,09",1974,Australia,3,4,1,0,1,"4,0",0,,1,1974,Australia,"0,41","29,07","28,99","27,29","1,62","19,44","15,42",,"29,31","-1,00","0,48","-0,54","9,04","-2,66",1974,Australia,"6052,75","6052,77","5891,15","68,26","66,63","405,00","2058,00","3428,15","148,35","2,46",1974,Australia,"2809,00","2005,00","6292,50","1039,61","2452,70","2452,70","48,80","85,40","2452,70","2452,70","48,80","85,40",1974,Australia,"5,04",,,,,,,,,,,,,1974,Australia,,,,,,,,,,,1974,Australia,,,,,,,,,,,,,,,,1974,Australia,,,,,,"13722,57","8717,15","1181,16","8,61",1974,Australia
1975,Australia,1,AUS,36,1,0,0,0,"13,70","0,00","86,30",4,1,-1,2,"13,70","0,00","86,30","7,48","0,00","44,88","52,36",1,1975,Australia,13.12.1975,"95,4","42,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","11,3","0,0","0,0","41,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,1",1975,Australia,"28,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","18,1","0,0","0,0","53,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1",1975,Australia,"0,0","0,63","0,60","2,70","2,51","0,19","0,07","14,02",1975,Australia,,,,,,,,,,,,,"-0,40","-0,98","0,32",1975,Australia,3,4,1,0,1,"4,0",0,,1,1975,Australia,"0,41","26,95","31,64","27,29","2,48","16,74","15,16",,"29,19","-2,91","-1,46","-2,60","9,74","-0,72",1975,Australia,"6168,75","6168,83","5866,38","68,66","65,49","398,00","1959,00","3509,38","293,54","4,77",1975,Australia,"2432,00","1398,00","3509,90","568,98","2503,70","2503,70","50,06",,"2503,70","2503,70","50,06","85,22",1975,Australia,"5,77",,,,,,,,,,,,,1975,Australia,,,,,,,,,,,1975,Australia,,,,,,,,,,,,,,,,1975,Australia,,,,,,"13893,00","8861,80","1211,57","8,72",1975,Australia
1976,Australia,1,AUS,36,1,0,0,0,"100,00","0,00","0,00",1,1,-3,0,"100,00","0,00","0,00","71,60","0,00","0,00","71,60",2,1976,Australia,,"95,4","42,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","11,3","0,0","0,0","41,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,1",1976,Australia,"28,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","18,1","0,0","0,0","53,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1",1976,Australia,"0,0","0,63","0,60","2,70","2,51","0,19","0,07","14,02",1976,Australia,,,,,,,,,,,,,"-0,67","-1,07","-0,04",1976,Australia,3,4,1,0,1,"4,0",0,,1,1976,Australia,"0,41","28,72","33,81","29,29","3,84","17,44","13,32",,"28,42","-3,02","-1,49","-3,11","10,03","-1,42",1976,Australia,"6244,25","6244,02","5945,98","68,61","65,32","385,00","1959,00","3601,98","308,27","4,95",1976,Australia,"2055,00","2190,00","3799,40","608,46","2474,40","2474,40","49,47",,"2474,40","2474,40","49,47","85,03",1976,Australia,"6,60",,,,,,,,,,,,,1976,Australia,,,,,,,,,,,1976,Australia,,,,,,,,,,,,,,,,1976,Australia,,,,,,"14033,08","8993,16","1252,83","8,93",1976,Australia
1977,Australia,1,AUS,36,1,0,0,0,"100,00","0,00","0,00",1,0,0,1,"100,00","0,00","0,00","71,52","0,00","0,00","71,52",2,1977,Australia,10.12.1977,"95,0","39,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","10,0","0,0","0,0","38,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","9,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,9",1977,Australia,"30,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","15,3","0,0","0,0","54,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1",1977,Australia,"0,0","0,68","0,59","3,12","2,45","0,67","0,21","15,00",1977,Australia,,,,,,,,,,,,,"-0,73","-1,15","-0,09",1977,Australia,3,4,1,0,1,"4,0",0,,1,1977,Australia,"0,41","28,27","34,86","29,73","1,49","11,32","12,31",,"27,40","-3,51","-1,84","-3,31","10,23","-2,47",1977,Australia,"6358,00","6358,10","6000,05","69,32","65,34","400,00","1945,00","3655,05","377,71","5,91",1977,Australia,"2090,00","596,00","1654,80","260,27","2473,40","2473,40","49,06",,"2473,40","2473,40","49,06","84,85",1977,Australia,"7,05",,,,,,,,,,,,,1977,Australia,,,,,,,,,,,1977,Australia,,,,,,,,,,,,,,,,1977,Australia,,,,,,"14192,23","9141,01","1287,58","9,07",1977,Australia
1978,Australia,1,AUS,36,1,0,0,0,"100,00","0,00","0,00",1,0,0,0,"100,00","0,00","0,00","69,30","0,00","0,00","69,30",3,1978,Australia,,"95,0","39,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","10,0","0,0","0,0","38,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","9,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,9",1978,Australia,"30,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","15,3","0,0","0,0","54,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1",1978,Australia,"0,0","0,68","0,59","3,12","2,45","0,67","0,21","15,00",1978,Australia,,,,,,,,,,,,,"-0,77","-1,24","-0,10",1978,Australia,3,4,1,0,1,"4,0",0,,1,1978,Australia,"0,41","29,73","34,59","28,68","2,02","10,35","8,00",,"28,55","-4,18","-2,31","-3,77","9,06","-3,25",1978,Australia,"6445,38","6396,35","5987,13","68,72","64,26","375,00","1875,00","3737,13","418,75","6,50",1978,Australia,"2277,00","1076,00","2130,80","330,59","2502,30","2502,30","49,23",,"2502,30","2502,30","49,23","84,67",1978,Australia,"6,76",,,,,,,,,,,,,1978,Australia,"6,01","6,01",,,,,,,,,1978,Australia,,,,,,,,,,,,,,,,1978,Australia,,,,,,"14359,25","9289,38","1326,81","9,24",1978,Australia
1979,Australia,1,AUS,36,1,0,0,0,"100,00","0,00","0,00",1,0,0,0,"100,00","0,00","0,00","69,30","0,00","0,00","69,30",3,1979,Australia,,"95,0","39,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","10,0","0,0","0,0","38,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","9,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,9",1979,Australia,"30,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","15,3","0,0","0,0","54,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1",1979,Australia,"0,0","0,68","0,59","3,12","2,45","0,67","0,21","15,00",1979,Australia,,,,,,,,,,,,,"-0,90","-1,38","-0,21",1979,Australia,3,4,1,0,1,"4,0",0,,1,1979,Australia,"0,41","32,41","32,97","29,00","4,58","14,76","9,12",,"29,19","-2,88","-0,75","-2,09","9,75","-1,55",1979,Australia,"6519,04","6519,04","6110,62","68,73","64,38","399,00","1898,00","3782,00","397,70","6,12",1979,Australia,"2042,00","1863,00","3964,40","608,13","2541,80","2541,80","49,59",,"2541,80","2541,80","49,59","84,48",1979,Australia,"6,46",,,,,,,,,,,,,1979,Australia,"5,89","5,89",,,,,,,,,1979,Australia,,,,,,,,,,,,,,,,1979,Australia,,,,,,"14515,73","9427,57","1369,73","9,44",1979,Australia
1980,Australia,1,AUS,36,1,0,0,0,"100,00","0,00","0,00",1,0,0,1,"100,00","0,00","0,00","67,64","0,00","0,00","67,64",3,1980,Australia,18.10.1980,"94,4","45,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","8,9","0,0","0,0","37,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","6,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0",1980,Australia,"40,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","16,0","0,0","0,0","43,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1980,Australia,"2,4","0,64","0,62","2,81","2,64","0,17","0,06","8,55",1980,Australia,,,,,,,,,,,,,"-0,71","-1,42","0,12",1980,Australia,3,4,1,0,1,"4,0",0,,1,1980,Australia,"0,41","31,70","32,94","29,90","2,71","12,81","10,14",,"27,15","-2,28","0,17","-1,07","11,65","-2,42",1980,Australia,"6692,88","6692,88","6284,27","69,46","65,18","407,00","1939,00","3935,00","415,59","6,19",1980,Australia,"2429,00","1173,00","3319,70","496,00","2615,60","2615,60","49,64","84,30","2615,60","2615,60","49,64","84,30",1980,Australia,"6,36","10,27","6,09","4,18","3,11","0,56","0,92","3,67","0,94",,"0,65","0,26","0,16",1980,Australia,"5,68","5,68",,,,,,,,,1980,Australia,"0,63",,"0,27","0,03",,"0,02",,,,,,,,"0,65",,1980,Australia,,,,,,"14695,36","9571,08","1413,28","9,62",1980,Australia
